user_id,city,property_type,min_price,max_price,rooms,amenities,check_in,check_out,guests,clicked_property_id,booked,rating_given
277,Новосибирск,villa,5000,15000,1,"[""washer"", ""gym""]",2024-12-12,2025-01-07,1,240,1,0
116,Краснодар,villa,2000,4000,3,[],2024-09-27,2024-10-15,1,233,0,0
135,Краснодар,apartment,0,5000,3,[],2025-09-26,2025-10-25,5,168,1,0
33,Нижний Новгород,apartment,3000,5000,1,[],2024-02-08,2024-02-18,4,60,0,0
276,Казань,room,3000,13000,4,"[""pets"", ""kitchen"", ""balcony""]",2025-11-01,2025-11-05,4,316,0,0
144,Москва,apartment,1000,21000,3,"[""ac""]",2024-04-11,2024-05-03,3,279,1,1
204,Екатеринбург,house,0,20000,0,"[""pool"", ""wifi"", ""tv"", ""balcony"", ""kitchen""]",2024-09-06,2024-09-11,5,106,0,0
284,Сочи,villa,1000,6000,2,"[""pets""]",2024-01-03,2024-01-12,2,67,0,0
90,Санкт-Петербург,apartment,1000,3000,2,"[""pets""]",2024-11-27,2024-11-28,2,136,0,0
216,Санкт-Петербург,apartment,3000,23000,2,"[""pets"", ""parking"", ""washer"", ""gym""]",2024-08-14,2024-09-03,1,373,1,5
155,Нижний Новгород,apartment,0,20000,3,"[""parking"", ""washer"", ""tv""]",2024-03-16,2024-04-14,1,165,0,0
34,Казань,apartment,5000,15000,3,"[""tv"", ""gym"", ""washer"", ""pets""]",2025-09-11,2025-09-25,1,407,1,5
111,Краснодар,room,1000,21000,2,"[""balcony"", ""pets"", ""parking""]",2024-11-16,2024-11-30,3,341,0,0
79,Нижний Новгород,apartment,0,2000,0,"[""parking"", ""ac"", ""kitchen""]",2025-07-23,2025-07-25,5,490,0,0
169,Санкт-Петербург,room,2000,22000,0,"[""pets"", ""gym""]",2024-12-26,2024-12-30,5,260,0,0
247,Сочи,apartment,2000,12000,0,"[""pets"", ""pool""]",2025-03-15,2025-04-12,5,499,1,5
14,Екатеринбург,apartment,1000,11000,2,"[""ac"", ""wifi""]",2024-07-04,2024-08-01,2,290,0,0
36,Казань,apartment,0,5000,3,"[""washer"", ""ac"", ""kitchen""]",2025-01-13,2025-01-23,6,167,1,1
27,Казань,house,5000,7000,0,"[""washer"", ""balcony""]",2025-05-12,2025-06-01,4,213,0,0
263,Санкт-Петербург,apartment,3000,5000,2,"[""pets"", ""washer"", ""gym"", ""wifi"", ""parking""]",2025-02-08,2025-02-28,1,4,0,0
109,Казань,apartment,2000,12000,0,[],2025-05-24,2025-06-17,4,90,0,0
273,Сочи,villa,5000,15000,0,"[""wifi"", ""balcony"", ""pets""]",2025-04-15,2025-05-15,1,442,0,0
220,Краснодар,room,2000,4000,3,[],2024-11-28,2024-12-04,5,236,1,1
224,Санкт-Петербург,house,3000,23000,4,[],2025-02-09,2025-03-09,3,382,0,0
171,Казань,apartment,5000,7000,4,"[""pool"", ""ac"", ""tv"", ""washer""]",2025-10-22,2025-11-18,2,121,0,0
132,Сочи,house,5000,10000,0,"[""washer""]",2025-04-20,2025-05-15,5,390,0,0
290,Новосибирск,apartment,1000,21000,0,"[""washer"", ""gym"", ""tv""]",2025-08-28,2025-08-30,3,260,0,0
237,Нижний Новгород,apartment,0,10000,2,[],2025-10-22,2025-11-19,1,315,0,0
197,Нижний Новгород,villa,5000,7000,3,"[""pool"", ""ac"", ""washer"", ""gym""]",2024-06-03,2024-06-05,4,53,1,1
259,Казань,apartment,1000,21000,3,"[""tv"", ""kitchen"", ""ac"", ""pets""]",2024-10-16,2024-10-29,4,397,0,0
27,Новосибирск,apartment,2000,4000,4,"[""balcony"", ""gym"", ""tv"", ""ac"", ""pets""]",2025-09-09,2025-10-07,2,171,0,0
73,Новосибирск,apartment,3000,8000,4,"[""parking"", ""gym"", ""balcony"", ""ac"", ""kitchen""]",2024-05-10,2024-06-01,6,425,1,5
48,Краснодар,villa,2000,4000,2,"[""kitchen"", ""pool""]",2024-12-15,2025-01-09,4,99,0,0
71,Казань,apartment,2000,4000,4,"[""tv"", ""wifi"", ""ac"", ""balcony""]",2025-09-24,2025-09-29,5,193,0,0
93,Казань,room,0,20000,2,"[""pool"", ""washer"", ""gym"", ""balcony"", ""ac""]",2025-04-04,2025-04-12,5,123,0,0
241,Сочи,apartment,5000,25000,3,"[""balcony"", ""tv""]",2025-06-24,2025-07-08,2,419,0,0
71,Екатеринбург,apartment,3000,13000,4,[],2025-12-29,2026-01-26,5,436,0,0
43,Казань,apartment,3000,8000,3,[],2024-08-15,2024-09-11,4,453,0,0
14,Краснодар,apartment,3000,13000,1,"[""parking"", ""ac"", ""pool""]",2024-01-29,2024-02-09,1,430,1,0
75,Казань,apartment,2000,22000,1,"[""washer"", ""pets"", ""wifi"", ""tv"", ""balcony""]",2024-09-19,2024-09-26,2,281,1,4
57,Екатеринбург,house,2000,4000,0,"[""balcony""]",2025-10-16,2025-11-11,5,235,0,0
256,Москва,villa,5000,10000,1,"[""balcony"", ""wifi""]",2025-09-21,2025-10-03,2,293,0,0
44,Новосибирск,apartment,5000,7000,3,"[""wifi"", ""balcony"", ""ac""]",2024-09-16,2024-10-10,1,183,1,0
54,Новосибирск,house,0,10000,4,"[""kitchen"", ""washer""]",2025-12-13,2025-12-29,6,94,1,0
235,Москва,apartment,1000,3000,1,[],2024-11-19,2024-12-19,3,264,0,0
279,Нижний Новгород,apartment,0,5000,2,"[""wifi"", ""ac""]",2024-10-06,2024-10-10,3,224,1,4
174,Казань,room,3000,13000,4,"[""parking"", ""balcony""]",2024-03-21,2024-04-04,5,422,0,0
151,Новосибирск,apartment,0,10000,2,"[""washer"", ""balcony""]",2024-06-19,2024-07-12,4,180,0,0
181,Краснодар,apartment,0,2000,3,"[""tv"", ""kitchen""]",2024-02-01,2024-02-06,5,348,1,0
35,Сочи,apartment,2000,22000,4,[],2025-09-11,2025-09-16,6,231,1,0
40,Казань,villa,2000,22000,2,"[""gym"", ""pool"", ""parking"", ""wifi"", ""ac""]",2024-07-09,2024-07-25,5,199,1,0
134,Нижний Новгород,house,5000,15000,3,"[""parking""]",2024-05-18,2024-06-15,1,232,0,0
228,Санкт-Петербург,apartment,2000,4000,4,"[""gym"", ""pets"", ""kitchen"", ""ac""]",2025-12-27,2026-01-26,6,327,0,0
186,Сочи,apartment,1000,6000,1,"[""wifi"", ""ac"", ""tv""]",2025-04-23,2025-05-19,5,67,0,0
45,Санкт-Петербург,apartment,3000,23000,4,"[""balcony"", ""parking"", ""kitchen""]",2024-11-20,2024-12-11,1,231,0,0
265,Новосибирск,house,5000,10000,1,"[""tv"", ""wifi"", ""parking""]",2025-06-14,2025-06-19,3,85,0,0
116,Новосибирск,villa,2000,4000,2,"[""tv""]",2024-10-08,2024-10-13,6,156,0,0
48,Казань,villa,5000,10000,1,"[""pets"", ""ac"", ""wifi"", ""balcony"", ""washer""]",2024-03-24,2024-03-26,6,395,0,0
108,Краснодар,villa,0,20000,4,"[""gym"", ""washer""]",2024-09-07,2024-10-03,6,208,0,0
38,Москва,house,3000,23000,3,"[""pool"", ""ac"", ""kitchen""]",2024-11-16,2024-12-14,6,164,1,4
67,Новосибирск,villa,5000,7000,2,"[""washer""]",2024-05-05,2024-05-14,4,127,0,0
26,Екатеринбург,room,5000,25000,1,"[""ac""]",2025-08-14,2025-09-07,3,98,1,5
240,Нижний Новгород,apartment,3000,5000,0,"[""tv"", ""washer"", ""pool""]",2024-08-08,2024-08-27,3,25,0,0
254,Нижний Новгород,apartment,5000,7000,0,"[""kitchen"", ""gym"", ""ac""]",2025-02-16,2025-02-28,1,206,0,0
288,Сочи,apartment,5000,15000,0,"[""tv"", ""washer"", ""gym""]",2025-09-30,2025-10-22,5,61,0,0
50,Краснодар,apartment,2000,12000,1,"[""pets""]",2025-06-05,2025-06-18,5,21,0,0
71,Новосибирск,room,5000,25000,1,"[""tv"", ""kitchen"", ""ac"", ""gym""]",2024-11-22,2024-11-28,4,316,1,0
173,Нижний Новгород,villa,2000,22000,0,"[""ac"", ""parking""]",2025-03-02,2025-03-21,3,408,1,1
243,Екатеринбург,villa,5000,10000,0,"[""washer"", ""kitchen"", ""balcony"", ""parking""]",2025-11-28,2025-12-06,1,294,1,0
10,Нижний Новгород,apartment,3000,8000,3,"[""pool"", ""balcony"", ""washer"", ""tv"", ""ac""]",2024-03-04,2024-03-27,2,266,0,0
167,Нижний Новгород,villa,3000,13000,1,"[""tv"", ""ac"", ""pets""]",2025-11-23,2025-12-18,6,349,0,0
136,Нижний Новгород,house,1000,11000,4,"[""pool"", ""gym""]",2024-10-22,2024-11-14,2,354,1,0
179,Екатеринбург,apartment,0,20000,3,"[""kitchen"", ""gym""]",2024-02-13,2024-02-23,6,41,0,0
227,Екатеринбург,room,1000,6000,4,"[""tv"", ""gym""]",2024-05-20,2024-05-24,5,380,0,0
125,Москва,villa,1000,6000,0,[],2025-02-27,2025-03-10,6,242,0,0
71,Москва,villa,1000,21000,3,"[""pool"", ""gym"", ""ac""]",2024-10-19,2024-11-09,1,465,1,2
274,Москва,house,3000,8000,0,"[""washer"", ""kitchen"", ""gym""]",2024-02-08,2024-02-09,3,291,0,0
172,Екатеринбург,room,5000,25000,1,"[""washer"", ""gym"", ""pool"", ""balcony""]",2024-04-25,2024-05-06,2,375,0,0
132,Казань,apartment,2000,12000,4,"[""pool"", ""kitchen"", ""balcony"", ""washer"", ""pets""]",2025-06-11,2025-06-22,1,206,0,0
95,Казань,room,2000,7000,0,"[""balcony"", ""pool""]",2025-04-02,2025-04-27,3,489,0,0
299,Москва,apartment,2000,7000,0,"[""parking"", ""washer"", ""gym"", ""pets"", ""pool""]",2025-12-03,2025-12-20,6,395,0,0
61,Екатеринбург,apartment,5000,10000,1,"[""washer""]",2024-06-05,2024-06-20,6,311,0,0
282,Нижний Новгород,villa,1000,6000,4,[],2025-06-22,2025-07-07,5,361,0,0
289,Санкт-Петербург,apartment,5000,10000,4,"[""kitchen"", ""pets"", ""ac"", ""balcony""]",2025-06-16,2025-07-01,1,349,0,0
299,Нижний Новгород,apartment,5000,25000,0,"[""kitchen"", ""tv"", ""balcony""]",2025-04-12,2025-05-01,1,287,0,0
158,Москва,room,2000,4000,1,"[""parking"", ""wifi"", ""balcony"", ""kitchen""]",2025-12-18,2025-12-21,5,31,1,0
242,Москва,apartment,3000,8000,1,"[""balcony"", ""ac"", ""pets"", ""pool"", ""washer""]",2025-01-19,2025-01-22,6,494,0,0
277,Казань,apartment,0,5000,4,"[""tv"", ""kitchen"", ""pool""]",2024-01-04,2024-01-29,1,153,0,0
279,Краснодар,villa,3000,8000,1,"[""ac"", ""kitchen"", ""gym""]",2024-07-12,2024-08-11,6,392,0,0
215,Москва,house,1000,3000,0,"[""wifi"", ""washer"", ""pets"", ""parking""]",2024-02-15,2024-02-28,4,120,0,0
29,Казань,villa,2000,7000,4,"[""pets"", ""ac""]",2024-08-30,2024-09-09,2,339,0,0
212,Екатеринбург,apartment,0,5000,3,"[""washer"", ""wifi"", ""ac"", ""pets""]",2025-11-18,2025-12-01,5,164,0,0
210,Казань,apartment,3000,8000,4,"[""pool"", ""pets"", ""gym""]",2025-12-25,2025-12-30,4,469,0,0
212,Краснодар,villa,5000,10000,3,"[""gym""]",2024-07-27,2024-08-07,6,41,1,1
275,Сочи,apartment,2000,22000,4,"[""wifi"", ""parking"", ""pool"", ""balcony""]",2025-08-24,2025-09-17,6,287,0,0
107,Новосибирск,apartment,0,5000,1,"[""parking"", ""washer"", ""pool"", ""ac"", ""gym""]",2025-12-21,2025-12-28,4,469,0,0
165,Екатеринбург,room,3000,13000,2,"[""ac"", ""tv""]",2025-05-24,2025-06-08,1,412,1,3
105,Новосибирск,apartment,3000,5000,4,"[""kitchen""]",2024-01-17,2024-01-26,5,479,0,0
214,Екатеринбург,house,1000,11000,1,"[""pets"", ""pool"", ""washer""]",2025-07-17,2025-08-07,6,173,0,0
251,Нижний Новгород,room,1000,11000,1,"[""tv""]",2025-05-15,2025-05-21,5,329,1,1
25,Москва,room,1000,6000,0,"[""kitchen"", ""wifi"", ""pool"", ""gym"", ""washer""]",2025-01-17,2025-01-19,5,327,0,0
248,Нижний Новгород,apartment,0,20000,0,[],2025-06-26,2025-07-20,3,275,1,0
221,Казань,apartment,0,5000,1,"[""pets""]",2025-06-23,2025-07-02,3,137,1,0
208,Нижний Новгород,villa,1000,6000,2,"[""parking"", ""wifi"", ""pets"", ""pool"", ""balcony""]",2025-01-21,2025-02-08,4,29,0,0
88,Санкт-Петербург,room,3000,13000,4,[],2025-06-24,2025-07-24,1,118,0,0
291,Нижний Новгород,apartment,0,2000,2,"[""pets"", ""wifi"", ""kitchen"", ""balcony""]",2024-11-18,2024-11-19,2,301,0,0
204,Санкт-Петербург,apartment,1000,6000,4,"[""tv"", ""ac"", ""balcony""]",2024-05-23,2024-06-18,6,371,0,0
178,Москва,apartment,3000,8000,0,"[""pets"", ""balcony""]",2024-11-30,2024-12-01,6,140,1,2
183,Краснодар,room,1000,21000,0,"[""gym"", ""pool"", ""parking"", ""wifi""]",2024-10-01,2024-10-06,4,365,1,0
200,Новосибирск,apartment,0,2000,0,"[""washer"", ""ac""]",2024-10-03,2024-10-07,2,45,0,0
230,Краснодар,apartment,0,2000,2,"[""parking"", ""ac"", ""balcony"", ""wifi""]",2024-10-25,2024-11-08,4,399,0,0
287,Сочи,villa,5000,10000,3,"[""kitchen""]",2024-10-02,2024-10-12,3,253,0,0
86,Краснодар,apartment,3000,13000,3,[],2025-01-04,2025-01-13,2,370,0,0
101,Нижний Новгород,apartment,1000,11000,0,"[""ac"", ""balcony"", ""pets""]",2025-03-26,2025-04-06,4,418,1,5
70,Екатеринбург,apartment,5000,10000,3,"[""kitchen"", ""balcony""]",2024-11-22,2024-12-02,6,356,0,0
295,Сочи,apartment,3000,13000,3,"[""parking"", ""pool""]",2025-08-29,2025-09-16,2,350,1,0
237,Сочи,room,2000,4000,3,"[""washer"", ""kitchen"", ""gym"", ""parking"", ""tv""]",2025-11-05,2025-11-10,6,217,1,0
246,Краснодар,villa,5000,25000,4,[],2025-01-03,2025-01-26,5,305,0,0
44,Санкт-Петербург,house,2000,7000,4,[],2025-07-30,2025-08-20,6,332,0,0
170,Краснодар,apartment,0,2000,2,"[""tv""]",2025-06-15,2025-07-03,5,353,0,0
229,Новосибирск,room,3000,8000,2,[],2025-05-09,2025-05-13,3,213,1,0
73,Новосибирск,apartment,2000,22000,1,"[""washer"", ""ac"", ""pets"", ""wifi""]",2025-03-24,2025-04-17,6,232,0,0
154,Москва,apartment,0,10000,0,"[""kitchen"", ""pool"", ""pets"", ""gym"", ""parking""]",2024-12-04,2024-12-22,4,491,0,0
208,Казань,house,3000,23000,0,"[""pets"", ""pool"", ""washer"", ""gym"", ""tv""]",2025-02-02,2025-02-03,6,110,0,0
33,Санкт-Петербург,villa,1000,11000,2,"[""washer""]",2024-04-26,2024-05-05,6,442,0,0
161,Краснодар,villa,3000,5000,2,"[""washer"", ""kitchen""]",2025-11-20,2025-12-13,3,471,0,0
44,Казань,apartment,0,5000,2,[],2024-07-06,2024-07-18,6,73,0,0
215,Казань,villa,3000,23000,1,"[""tv"", ""kitchen"", ""pets""]",2025-05-16,2025-05-26,2,96,0,0
231,Москва,apartment,0,20000,1,"[""balcony""]",2025-07-29,2025-08-15,6,254,0,0
252,Краснодар,room,3000,8000,0,"[""wifi"", ""pool"", ""gym"", ""pets""]",2024-10-08,2024-10-16,5,148,0,0
235,Нижний Новгород,villa,5000,7000,4,[],2024-10-01,2024-10-26,5,422,1,1
226,Сочи,room,0,5000,2,[],2025-04-05,2025-04-14,3,442,1,1
122,Сочи,villa,2000,22000,1,"[""kitchen"", ""pool"", ""tv"", ""balcony""]",2024-03-01,2024-03-20,3,273,0,0
276,Казань,apartment,2000,12000,4,"[""tv"", ""parking""]",2024-05-18,2024-06-12,4,471,0,0
142,Казань,house,1000,6000,2,"[""balcony""]",2025-05-16,2025-05-21,5,324,0,0
213,Краснодар,room,0,2000,3,"[""gym"", ""ac"", ""washer"", ""pool""]",2024-12-01,2024-12-20,1,445,1,4
184,Санкт-Петербург,villa,3000,8000,3,"[""washer""]",2024-10-01,2024-10-12,3,173,0,0
67,Нижний Новгород,apartment,0,2000,0,"[""washer"", ""wifi"", ""parking"", ""balcony"", ""pets""]",2025-03-27,2025-04-11,1,491,0,0
68,Екатеринбург,house,2000,4000,2,"[""parking"", ""ac""]",2025-11-11,2025-12-10,6,85,0,0
157,Сочи,room,0,2000,0,"[""washer""]",2024-03-20,2024-03-25,5,116,0,0
228,Москва,apartment,2000,4000,3,"[""kitchen"", ""washer"", ""parking"", ""tv"", ""pool""]",2024-04-01,2024-04-25,1,53,0,0
154,Казань,room,1000,6000,0,"[""pets"", ""wifi"", ""kitchen"", ""pool""]",2024-12-25,2025-01-18,2,322,1,5
227,Сочи,apartment,0,5000,0,"[""balcony"", ""ac"", ""pets"", ""kitchen""]",2024-05-23,2024-05-31,3,331,0,0
284,Екатеринбург,apartment,2000,7000,4,"[""tv"", ""pool"", ""balcony"", ""kitchen""]",2025-10-23,2025-10-25,2,254,0,0
124,Нижний Новгород,villa,0,2000,2,"[""kitchen"", ""balcony""]",2025-08-05,2025-08-19,3,280,0,0
242,Санкт-Петербург,apartment,5000,7000,0,"[""pool"", ""wifi""]",2024-03-02,2024-03-28,4,260,0,0
257,Краснодар,room,3000,5000,4,"[""pets"", ""kitchen"", ""gym"", ""wifi""]",2024-11-13,2024-11-16,5,472,0,0
80,Новосибирск,room,5000,7000,2,"[""balcony"", ""pool"", ""wifi"", ""parking"", ""washer""]",2025-03-20,2025-03-24,4,314,0,0
159,Казань,apartment,0,5000,0,"[""washer""]",2024-12-21,2025-01-07,5,401,1,0
191,Казань,apartment,0,2000,2,"[""gym"", ""tv"", ""parking""]",2024-09-26,2024-10-19,5,322,0,0
234,Новосибирск,apartment,3000,8000,2,"[""gym""]",2024-04-15,2024-05-14,5,346,1,0
261,Москва,apartment,0,5000,0,"[""ac"", ""balcony"", ""kitchen""]",2024-07-02,2024-08-01,1,284,1,4
115,Новосибирск,house,3000,13000,2,[],2025-08-08,2025-08-20,1,258,0,0
27,Казань,house,5000,7000,3,[],2025-04-21,2025-05-19,3,397,1,0
